sentiment,article
2,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today ."
1,"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal ."
0,Viking Line has canceled some services .
1,The aim is to develop open-source application solutions .
1,"The official opening of the office , located in Prague , will be celebrated on May 20 ."
1,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement ."
1,The transaction value is CAD 15 million approximately EUR 10 million .
1,"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas ."
2,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .
0,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall ."
2,"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company ."
2,Net sales of Finnish food industry company L+Ænnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .
1,"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province ."
1,The shipyard hopes the regional government in Andalusia can offer its some form of financial support .
1,"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis ."
1,The value of the order is around EUR 100 million .
1,Lemmink+Æinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .
1,"Kemira 's R&D organization comprises approximately 750 people , the company said ."
1,The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .
2,The rebuilds are designed to improve the machines ' performance and product quality .
1,Elcoteq 's revenues in 2007 were approximately EUR 120 million .
2,Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .
1,"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina ."
2,"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year ."
1,The company has exported into about twenty European countries as well as to Africa .
0,Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .
1,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .
1,The customer is cooperative retailer Osuuskauppa Suur-Savo .
2,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi ."
2,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality ."
2,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased ."
1,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ."
1,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds ."
1,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn ."
2,"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services ."
2,The group will expand the chain to include 45 stores .
0,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .
1,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters ."
1,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .
2,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .
2,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement ."
2,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur ."
1,"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment ."
2,This will bring cost savings of about EUR 3mn a year .
1,`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .
1,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % ."
1,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi ."
0,Most of the layoffs will be in Finland .
1,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland ."
1,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares ."
1,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good ."
1,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines ."
1,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .
1,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 ."
2,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 ."
1,"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident ."
1,"The joint venture will invest about EUR 500,000 in production technology straight away ."
2,Operating profit of the Asian plants grew markedly .
2,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data ."
2,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .
2,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year ."
2,`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . ''
1,The beers differ slightly from mainstream beers .
2,"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space ."
1,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US ."
